CÓDIGO,CST 00,CST 02,CST 10,CST 15,CST 20,CST 30,CST 40,CST 41,CST 50,CST 51,CST 53,CST 60,CST 61,CST 70,CST 90,DATA INÍCIO,DATA FIM,DESCRIÇÃO,DESCRIÇÃO PARA NFA-e,OBSERVAÇÃO,Contagem de caracteres
RS052161,,,,,,,,,,SIM,,,,,,1012022,31122027,"AP.II,S.I,XXXVI.MERC./INSUMO P/PROD.AGROPECUÁRIA  ","DIFERIMENTO - Saídas de merc. tais como defensivos agrícolas, vacinas, medicamentos, rações, sementes, dentre outros",,116
RS052162,,,,,,,,,,SIM,,,,,,1012022,31122027,"AP.II,S.I,XXXVII.RAÇÃO ANIMAL,ADUBO E FERTILIZANTE","DIFERIMENTO - Saídas de milho, farelos e tortas de soja e de canola, e demais itens relacionados no Ap.II, S.I, XXXVII",,118
RS052163,,,,,SIM,,,,,SIM,,,,SIM,,1012023,," L.III,ART.1-M.MERC.IMPORTADA S/SIMILAR-LISTA CAMEX",DIFERIMENTO PARCIAL - Saídas internas por importador de merc.sob ST sem similar nacional definidas em lista Camex,,113
RS052164,,,,,,,,,,SIM,,,,,,2022-12-27 00:00:00,,"AP.II.S.I,CVI. SAIDA DE GRAOS DE CANOLA",DIFERIMENTO - Saída de grãos de canola,,38
RS052165,,,,,,,,,,SIM,,,,,,2022-12-27 00:00:00,,"AP.II.S.I,CVII. SAIDA DE AREIA E OXIGÊNIO A FAB. EMB. VIDRO",DIFERIMENTO - Saída internas de areia NCM 2505.10.00 e oxigênio NCM 2804.40.00 a fabricante de embalagens de vidro,,114
RS052166,,,,,,,,,,SIM,,,,,,2022-12-27 00:00:00,,"AP.II.S.I,CVIII. SAIDA SORO DE LEITE, EXCETO EM PO","DIFERIMENTO - Saídas de soro de leite, exceto em pó, a fabricante de NCM 1702.11.00 ou 3502.20.00",,97
RS052167,,,,,SIM,,,,,SIM,,,,SIM,,2023-04-01 00:00:00,31032027," L.III,ART.1-F,AP.II,S.V,ITEM VI.PAINEIS DE MDP/MDF E PISOS LAMINADOS",DIFERIMENTO PARCIAL - Saídas internas de painéis de MDP/MDF e de pisos laminados,,80
RS052168,,,,,SIM,,,,,SIM,,,,SIM,,2023-05-01 00:00:00,31032025,"L.III,ART.1-J,II,B.BOBINA,CHAPA DE FERRO/ACO SAÍDA POR CD",DIFERIMENTO PARCIAL - Saídas internas entre empresas com sócios/acionistas em comum. Ver tabela de NCMs no inciso II.,,117
RS052169,,,,,SIM,,,,,SIM,,,,SIM,,2025-10-09 00:00:00,,"AP.II,S.I,LXX SAÍDA ÓLEO/GORDURA P/ INDUSTRIAL DIESEL VERDE","DIFERIMENTO PARCIAL - Saídas internas de óleos e gorduras destinadas a industrial produtor de diesel verde, etc.",,
RS052170,,,,,SIM,,,,,SIM,,,,SIM,,2025-10-09 00:00:00,,"AP.II,S.I,XCVI SAÍDA CAL/CALCÁRIO P/ TERMELÉTRICA","DIFERIMENTO PARCIAL - Saídas internas de cal e de calcário, destinados a usina termelétrica.",,
RS052171,,,,,SIM,,,,,SIM,,,,SIM,,2025-10-09 00:00:00,,"AP.II,S.I,CVII SAÍDA GÁS NATURAL P/ FABRICANTE CELULOSE",DIFERIMENTO PARCIAL - Saídas internas de gás natural destinado a estabelecimento industrial fabricante de celulose.,,
RS052172,,,,,SIM,,,,,SIM,,,,SIM,,2025-10-09 00:00:00,19012026,"AP.II,S.I,CVIII ENERGIA RENOVÁVEL P/ INDUSTRIAL HIDROGÊNIO/AMÔNIA",DIFERIMENTO PARCIAL - Saídas internas de energia elétrica renováveil para industrial que produza hidrogênio ou amônia.,,
RS052173,,,,,SIM,,,,,SIM,,,,SIM,,2025-12-23 00:00:00,,"AP.II,S.I,CX ENERGIA RENOVÁVEL P/ INDUSTRIAL HIDROGÊNIO/AMÔNIA",DIFERIMENTO PARCIAL - Saídas internas de energia elétrica renovável para industrial que produza hidrogênio ou amônia.,,
RS052300,,,,,,,,,SIM,,,,,,,1102016, ,"LIVRO I,55,I -CONSERTO, REPARO OU INDUSTRIALIZACAO","SUSPENSÃO - Saídas de mercadorias p/conserto,reparo,industrializ. em estab.situado em outra UF, desde que haja devolução",,120
RS052301,,,,,,,,,SIM,,,,,,,1102016, ,"LIVRO I,55,II -DEVOLUCAO","SUSPENSÃO - Saídas em devolução à origem situado em outra UF,das mercadorias/produtos industrializados delas resultantes",,120
RS052302,,,,,,,,,SIM,,,,,,,1102016, ,"LIVRO I,55,III -EQUINO","SUSPENSÃO - Saídas para outra UF de eqüino para cobertura, participação em prova ou treinamento",,95
RS052303,,,,,,,,,SIM,,SIM,,SIM,,,1102016, ,"LIVRO I,55,V-ALCOOL ETILICO ANIDRO COMBUSTIVEL","SUSPENSÃO - Saídas para outra UF de álcool etílico anidro combustível e biodiesel - B100,à distribuidora de combustíveis",,120
RS052304,,,,,,,,,SIM,,,,,,,1102016, ,"LIVRO I,55,VI - OUTRAS OP.PREV EM PROTOC CELEB",SUSPENSÃO - Outras operações previstas em protocolos celebrados entre as unidades da Federação interessadas,,107
RS052305,,,,,,,,,SIM,,,,,,,1102016,13042020,"LIVRO I,55,VII.",SUSPENSÃO - Código encerrado,,28
RS052308,,,,,,,,,SIM,,,,,,,12062020,,"LIVRO I,55,X.MERCADORIA REMETIDA P/DEMONSTRAÇÃO","SUSPENSÃO - Condicionado ao retorno da mercadoria ao estabelecimento de origem em até 60 dias, contados da data da saída",,120
RS052309,,,,,,,,,SIM,,,,,,,12062020,,"LIVRO I,55,XI.MERCADORIA REMETIDA P/MOSTRUÁRIO","SUSPENSÃO - Condicionado ao retorno da mercadoria ao estabelecimento de origem em até 90 dias, contados da data da saída",,120
RS052400,,,,,,,,,,,,SIM,,,,1102016,31122020,"LIVRO III,54 -PREST SERVICO TRANSPORTE DE CARGAS",ICMS JÁ RECOLHIDO POR ST - Código encerrado,,43
RS052401,,,,,,,,,,,,SIM,,,,1102016, ,"LIVRO III,57 -REVENDEDOR AMBULANTE DE OUTRA UF",ICMS JÁ RECOLHIDO POR ST - Por revendedor ambulante de outra unidade da Federação,,81
RS052402,,,,,,,,,,,,SIM,,,,1102016, ,"LIVRO III,73 -MERCAD P/VENDA EM BANCAS JORNAIS/REV","ICMS JÁ RECOLHIDO POR ST - Por editora que destine a distribuidor fitas, discos e similares, integrantes de ""kit""",,113
RS052403,,,,,,,,,,,,SIM,,,,1102016, ,"AP II,S.II,I - CARNES/PROD.COMEST. BOVINO, OVINO E BUFALINO","ICMS JÁ RECOLHIDO POR ST - Carne de gado bovino, ovino e bufalino e demais produtos comestíveis",,95
RS052405,,,,,,,,,,,,SIM,,,,1102016,31052024,"AP II,S.III,XVI -SORVETES","ICMS JÁ RECOLHIDO POR ST - Sorvetes, inclusive sanduíches de sorvetes e preparados para fabricação de sorvete em máquina",,120
RS052407,,,,,,,,,,,,SIM,,,,1102016, ,"AP II,S.II,II -PAPEL PARA CIGARRO","ICMS JÁ RECOLHIDO POR ST - Papel para cigarro, classificação na NBM/SH-NCM 4813.10.00",,85
RS052408,,,,,,,,,,,,SIM,,,,1102016, ,"AP II,S.III,I -BEBIDAS","ICMS JÁ RECOLHIDO POR ST - Bebidas, incluindo água mineral, refrigerantes, energéticos, cerveja e chopp ",,104
RS052409,,,,,,,,,,,,SIM,,,,1102016, ,"AP II,S.III,II -CIGARROS",ICMS JÁ RECOLHIDO POR ST - Cigarros e outros produtos derivados do fumo,,71
RS052410,,,,,,,,,,,,SIM,,,,1102016, ,"AP II,S.III,III -CIMENTO","ICMS JÁ RECOLHIDO POR ST - Cimento, classificação na NBM/SH-NCM 2523",,68
RS052411,,,,,,,,,,,SIM,SIM,SIM,,,1102016, ,"AP II,S.III,IV -COMBUSTIVEIS","ICMS JÁ RECOLHIDO POR ST - Combustíves e lubrificantes derivados ou não de petróleo, e outros produtos",,102
RS052412,,,,,,,,,,,,SIM,,,,1102016, ,"AP II,S.III,V -PNEUMAT,CAMARAS AR,PROTET BORRACHA","ICMS JÁ RECOLHIDO POR ST -  Pneumáticos, câmaras de ar e protetores de borracha, exceto os pneus e câmaras de bicicleta",,119
RS052413,,,,,,,,,,,,SIM,,,,1102016, ,"AP II,S.III,VI -PRODUTOS FARMACEUTICOS","ICMS JÁ RECOLHIDO POR ST - Consulte o Apêndice II,Seção III, item VI, do RICMS, para ver a lista completa",,105
RS052415,,,,,,,,,,,,SIM,,,,1102016, ,"AP II,S.III,VIII -TINTAS,VERNIZES,OUTRAS(IND QUIM)","ICMS JÁ RECOLHIDO POR ST - Tintas e vernizes, xadrez e pós assemelhados, e corantes",,83
RS052416,,,,,,,,,,,,SIM,,,,1102016,,"AP II,S.III,IX -MOTOCICLETAS",ICMS JÁ RECOLHIDO POR ST - Veículos de duas e três rodas motorizados,,68
RS052417,,,,,,,,,,,,SIM,,,,1102016,  ,"AP II,S.III,X -AUTOMOVEIS",ICMS JÁ RECOLHIDO POR ST - Veículos automotores novos,,53
RS052418,,,,,,,,,,,,SIM,,,,1102016,1102016,"AP II,S.III,XI -DISCOS FONOG.E FITAS VIRGENS OU GRA",ICMS JÁ RECOLHIDO POR ST - Revogado,,35
RS052419,,,,,,,,,,,,SIM,,,,1102016,1102016,"AP II,S.III,XII -FILMES FOTOG.E CINEMATOG.E SLIDES",ICMS JÁ RECOLHIDO POR ST - Revogado,,35
RS052420,,,,,,,,,,,,SIM,,,,1102016,30092026,"AP II,S.III,XIII-LAMINAS BARBEAR,AP.BARBEAR DESC E","ICMS JÁ RECOLHIDO POR ST - Aparelhos e lâminas de barbear, classificação na NBM/SH-NCM 8212.10.20 e 8212.20.10",,110
RS052421,,,,,,,,,,,,SIM,,,,1102016,30092022,"AP II,S.III,XIV-LAMPADAS ELETR., REATORES E STE","ICMS JÁ RECOLHIDO POR ST - Lâmpadas elétricas, diodos e aparelhos de iluminação",,79
RS052422,,,,,,,,,,,,SIM,,,,1102016,1102016,"AP.II,S.III,XV-PILHAS E BATERIAS ELETRICAS",ICMS JÁ RECOLHIDO POR ST - Revogado,,35
RS052423,,,,,,,,,,,,SIM,,,,1102016,30112020,"AP II, S.III,XVII - ENERGIA ELETRICA",ICMS JÁ RECOLHIDO POR ST - Código encerrado,,43
RS052425,,,,,,,,,,,,SIM,,,,1102016,30062022,"AP II,S.III,XVIII-APAR.CELULARES E COES INT.",ICMS JÁ RECOLHIDO POR ST - Aparelhos celulares e cartões inteligentes,,69
RS052426,,,,,,,,,,,,SIM,,,,1102016, ,"AP II,S.III,XIX-RACOES TIPO PET P/ANIMAIS DOM.","ICMS JÁ RECOLHIDO POR ST - Rações tipo ""pet"" para animais domésticos, classificação na NBM/SH-NCM 2309",,102
RS052427,,,,,,,,,,,,SIM,,,,1102016,31102024,"AP II,S.III,XX-PECAS,COMP.E ACES.P/PROD.AUTOP.","ICMS JÁ RECOLHIDO POR ST - Autopeças, consulte o Apêndice II,Seção III, item XX, do RICMS, para ver a lista completa",,116
RS052428,,,,,,,,,,,,SIM,,,,1102016,1102016,"AP.II,S.III,XXI - COLCHOARIA",ICMS JÁ RECOLHIDO POR ST - Revogado,,35
RS052429,,,,,,,,,,,,SIM,,,,1102016,30092026,"AP II,S.III,XXII - COSM.,PERF.,HIG.PESSOAL E TOUC.","ICMS JÁ RECOLHIDO POR ST - Perfumaria, higiene pessoal e cosméticos, lista completa no Ap.II,S.III, XXII, do RICMS",,114
RS052430,,,,,,,,,,,,SIM,,,,1102016,1102016,"AP.II, S.II,VII - ARROZ BENEFICIADO",ICMS JÁ RECOLHIDO POR ST - Código encerrado,,43
RS052432,,,,,,,,,,,,SIM,,,,1102016,30062022,"AP II,S.III,XXIV. FERRAMENTAS","ICMS JÁ RECOLHIDO POR ST - Ferramentas, consulte o Apêndice II,Seção III, item XXIV, do RICMS, para ver a lista completa",,120
RS052433,,,,,,,,,,,,SIM,,,,1102016,30062022,"AP II,S.III,XXV. MATERIAIS ELETRICOS","ICMS JÁ RECOLHIDO POR ST - Materiais elétricos, lista completa no Apêndice II, Seção III, item XXV, do RICMS",,108
RS052434,,,,,,,,,,,,SIM,,,,1102016, ,"AP II,S.III,XXVI. MAT.CONSTR.,ACAB.,BRIC. E ADORNO","ICMS JÁ RECOLHIDO POR ST - Materiais de construção, acabamento, bricolagem ou adorno",,84
RS052435,,,,,,,,,,,,SIM,,,,1102016,30062022,"AP II,S.III, XXVII. BICICLETAS","ICMS JÁ RECOLHIDO POR ST - Pneus novos e câmaras de ar, de borracha, dos tipos utilizados em bicicletas",,103
RS052436,,,,,,,,,,,,SIM,,,,1102016,1102016,"AP.II,S.III,XXVIII. BRINQUEDOS",ICMS JÁ RECOLHIDO POR ST - Revogado,,35
RS052437,,,,,,,,,,,,SIM,,,,1102016,30092022,"AP II,S.III,XXIX.MATERIAIS DE LIMPEZA","ICMS JÁ RECOLHIDO POR ST - Materiais de limpeza, lista completa no Apêndice II,Seção III, item XXIX, do RICMS ",,110
RS052438,,,,,,,,,,,,SIM,,,,1102016,30092022,"AP II,S.III.XXX.PRODUTOS ALIMENTICIOS","ICMS JÁ RECOLHIDO POR ST - Produtos alimentícios, lista completa no Apêndice II,Seção III, item XXX, do RICMS ",,110
RS052439,,,,,,,,,,,,SIM,,,,1102016,30062022,"AP II,S.III.XXXI.ARTEF.DE USO DOMESTICO","ICMS JÁ RECOLHIDO POR ST - Artefatos de uso doméstico, lista completa no Apêndice II,Seção III, item XXXI, do RICMS ",,116
RS052440,,,,,,,,,,,,SIM,,,,1102016, ,"AP II,S.III,XXXII.BEBIDAS QUENTES","ICMS JÁ RECOLHIDO POR ST - Bebidas alcoólicas quentes, lista completa no Apêndice II,Seção III, item XXXII, do RICMS ",,117
RS052441,,,,,,,,,,,,SIM,,,,1102016,30062022,"AP II, S. III, XXXIII - ARTIGOS DE PAPELARIA","ICMS JÁ RECOLHIDO POR ST - Artigos de papelaria, lista completa no Apêndice II,Seção III, item XXXIII, do RICMS ",,112
RS052442,,,,,,,,,,,,SIM,,,,1102016,1102016,"AP. II, S. III, XXXIV - INSTRUMENTOS MUSICAIS",ICMS JÁ RECOLHIDO POR ST - Revogado,,35
RS052443,,,,,,,,,,,,SIM,,,,1102016,30062022,"AP II, S. III, XXXV - PROD.ELETRONICOS/ELETROELET","ICMS JÁ RECOLHIDO POR ST - Produtos eletrônicos, eletroeletrônicos e eletrodomésticos",,85
RS052444,,,,,,,,,,,,SIM,,,,1102016,30062022,"AP II,S.III,XXXVI.MQ.AP.MEC.ELTR.ELETROMEC.AUT.","ICMS JÁ RECOLHIDO POR ST - Ferramentas pneumáticas, balanças de uso doméstico e motosserras portáteis de corrente",,113
RS052445,,,,,,,,,,,,SIM,,,,1102016,1102016,"AP. II, S. III, XXXVII.ARTIGOS PARA BEBE",ICMS JÁ RECOLHIDO POR ST - Revogado,,35
RS052446,,,,,,,,,,,,SIM,,,,1102016,1102016,"AP. II, S. III, XXXVIII.ARTIGOS DE VESTUARIO",ICMS JÁ RECOLHIDO POR ST - Revogado,,35
RS052447,,,,,,,,,,,,SIM,,,,1102016, ,"AP II,S.II,III. CARNES/PROD.COMEST. AVES E SUINOS","ICMS JÁ RECOLHIDO POR ST - Aves inteiras, carnes e demais produtos comestíveis resultantes do abate de aves e de suínos",,119
RS052448,,,,,,,,,,,,SIM,,,,1102016,,"AP II,S.II,IV. TELHAS E ARTEFATOS P/ CONSTRUCOES","ICMS JÁ RECOLHIDO POR ST - Telhas metálicas e artefatos para apetrechamento de construções, de plástico",,103
RS052449,,,,,,,,,,,,SIM,,,,1102016,30092022,"AP II,S.II,V. BISCOITOS E BOLACHAS","ICMS JÁ RECOLHIDO POR ST - Biscoitos e bolachas dos tipos ""maisena"", ""maria"", ""cream cracker"" e ""água e sal""",,108
RS052450,,,,,,,,,,,,SIM,,,,01/02/2025,,"AP II,S.III,V-A, NAFTAS,EXCETO A PETROQUÍMICA","ICMS JÁ RECOLHIDO POR ST - Naftas, exceto a Nafta petroquímica",,62
RS052901,,,SIM,,SIM,,,,SIM,SIM,,SIM,,SIM,SIM,24082020, ,"LIVRO II, ART. 12 - DECISÕES JUDICIAIS",OUTRAS - Saídas desoneradas por decisões judiciais,,50
RS052902,,,,,,,,,,,,,,,SIM,24082020, ,IN45 - T.I - CAP. XXVIII - 2.2 - OPERAÇÕES ESPECÍFICAS DA PETROBRAS,OUTRAS - Operações de transferência e das destinadas à comercialização pela Petrobras por navegação de cabotagem,,112
RS052904,,,,,,,,,,,,,,,SIM,27112020, ,AJUSTE SINIEF 13-2017 - OPERAÇÕES ESPECÍFICAS DA PETROBRAS E TRANSPETRO,"OUTRAS - Operações de remessa p/armazenagem e moviment.de petróleo/deriv./gás natural, dutoviário, PETROBRAS/TRANSPETRO",,119
RS052905,,SIM,,SIM,,,,,,,SIM,,SIM,,,1052023,,ICMS MONOFÁSICO SOBRE COMBUSTÍVEIS,"OUTRAS - Regime de tributação monofásica, Conv.199/2022 (a partir de mai/2023) e Conv.11/2023 (a partir de jul/2023).",,117
RS052999,,,SIM,SIM,,,,,SIM,SIM,SIM,SIM,SIM,,SIM,1102016, ,Anexo V.B - OUTRAS,OUTRAS - Utilizar apenas quando não houver código correspondente disponibilizado na Tabela 5.2 do Sped Fiscal,,109
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0
